Material_ID,Material_Name,Material_Class,Base_Fiber,Coating_Type,Weave_Pattern,Test_Environment,Areal_Density_gm2,Thickness_mm,Outgassing_TML_percent,Outgassing_CVCM_percent,Flammability_Rating,Thermal_Conductivity_Through_WmK,Thermal_Conductivity_InPlane_WmK,Tensile_Strength_MPa,Tensile_Modulus_GPa,Bulk_Density_kgm3,Max_Service_Temp_C,k_-100C_WmK,k_0C_WmK,k_23C_WmK,k_150C_WmK,k_200C_WmK,Notes,Data_Source
INORG-NEXTEL_440-TW-200,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Twill,Air,180.0,0.2,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-TW-500,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Twill,Air,450.0,0.5,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-TW-1000,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Twill,Air,900.0,1.0,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-SA-200,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Satin,Air,200.0,0.2,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-SA-500,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Satin,Air,500.0,0.5,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-SA-1000,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Satin,Air,1000.0,1.0,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-UD-200,Nextel 440 fabric,Ceramic Textile,Nextel 440,,UD,Air,120.0,0.2,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-UD-500,Nextel 440 fabric,Ceramic Textile,Nextel 440,,UD,Air,300.0,0.5,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-UD-1000,Nextel 440 fabric,Ceramic Textile,Nextel 440,,UD,Air,600.0,1.0,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-NO-200,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Nonwoven,Air,100.0,0.2,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-NO-500,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Nonwoven,Air,250.0,0.5,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-NO-1000,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Nonwoven,Air,500.0,1.0,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-PL-200,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Plain,Air,150.0,0.2,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-PL-500,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Plain,Air,375.0,0.5,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-PL-1000,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Plain,Air,750.0,1.0,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-TW-200,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Twill,Air,180.0,0.2,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-TW-500,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Twill,Air,450.0,0.5,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-TW-1000,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Twill,Air,900.0,1.0,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-SA-200,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Satin,Air,200.0,0.2,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-SA-500,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Satin,Air,500.0,0.5,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-SA-1000,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Satin,Air,1000.0,1.0,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-UD-200,Nextel 720 fabric,Ceramic Textile,Nextel 720,,UD,Air,120.0,0.2,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-UD-500,Nextel 720 fabric,Ceramic Textile,Nextel 720,,UD,Air,300.0,0.5,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-UD-1000,Nextel 720 fabric,Ceramic Textile,Nextel 720,,UD,Air,600.0,1.0,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-NO-200,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Nonwoven,Air,100.0,0.2,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-NO-500,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Nonwoven,Air,250.0,0.5,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_720-NO-1000,Nextel 720 fabric,Ceramic Textile,Nextel 720,,Nonwoven,Air,500.0,1.0,,,Pass,2.0,,,,3200,,,,2.0,,,Representative values; verify per supplier grade.,3M Nextel
CF-PAN_CF_STD-UD-100,PAN CF (std) fabric,Carbon Textile,PAN CF (std),,UD,Air,60.0,0.1,,,Pass,,13.0,3500,230,1780,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,PAN CF
CF-PAN_CF_STD-UD-200,PAN CF (std) fabric,Carbon Textile,PAN CF (std),,UD,Air,120.0,0.2,,,Pass,,13.0,3500,230,1780,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,PAN CF
CF-PAN_CF_STD-UD-500,PAN CF (std) fabric,Carbon Textile,PAN CF (std),,UD,Air,300.0,0.5,,,Pass,,13.0,3500,230,1780,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,PAN CF
CF-PAN_CF_STD-PL-100,PAN CF (std) fabric,Carbon Textile,PAN CF (std),,Plain,Air,75.0,0.1,,,Pass,,13.0,3500,230,1780,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,PAN CF
CF-PAN_CF_STD-PL-200,PAN CF (std) fabric,Carbon Textile,PAN CF (std),,Plain,Air,150.0,0.2,,,Pass,,13.0,3500,230,1780,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,PAN CF
CF-PAN_CF_STD-PL-500,PAN CF (std) fabric,Carbon Textile,PAN CF (std),,Plain,Air,375.0,0.5,,,Pass,,13.0,3500,230,1780,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,PAN CF
CF-PAN_CF_STD-TW-100,PAN CF (std) fabric,Carbon Textile,PAN CF (std),,Twill,Air,90.0,0.1,,,Pass,,13.0,3500,230,1780,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,PAN CF
CF-PAN_CF_STD-TW-200,PAN CF (std) fabric,Carbon Textile,PAN CF (std),,Twill,Air,180.0,0.2,,,Pass,,13.0,3500,230,1780,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,PAN CF
CF-PAN_CF_STD-TW-500,PAN CF (std) fabric,Carbon Textile,PAN CF (std),,Twill,Air,450.0,0.5,,,Pass,,13.0,3500,230,1780,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,PAN CF
CF-PITCH_CF_HIGH-K-UD-100,Pitch CF (high-k) fabric,Carbon Textile,Pitch CF (high-k),,UD,Air,60.0,0.1,,,Pass,,900.0,3500,900,2200,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,Pitch CF high-k
CF-PITCH_CF_HIGH-K-UD-200,Pitch CF (high-k) fabric,Carbon Textile,Pitch CF (high-k),,UD,Air,120.0,0.2,,,Pass,,900.0,3500,900,2200,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,Pitch CF high-k
CF-PITCH_CF_HIGH-K-UD-500,Pitch CF (high-k) fabric,Carbon Textile,Pitch CF (high-k),,UD,Air,300.0,0.5,,,Pass,,900.0,3500,900,2200,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,Pitch CF high-k
CF-PITCH_CF_HIGH-K-PL-100,Pitch CF (high-k) fabric,Carbon Textile,Pitch CF (high-k),,Plain,Air,75.0,0.1,,,Pass,,900.0,3500,900,2200,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,Pitch CF high-k
CF-PITCH_CF_HIGH-K-PL-200,Pitch CF (high-k) fabric,Carbon Textile,Pitch CF (high-k),,Plain,Air,150.0,0.2,,,Pass,,900.0,3500,900,2200,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,Pitch CF high-k
CF-PITCH_CF_HIGH-K-PL-500,Pitch CF (high-k) fabric,Carbon Textile,Pitch CF (high-k),,Plain,Air,375.0,0.5,,,Pass,,900.0,3500,900,2200,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,Pitch CF high-k
CF-PITCH_CF_HIGH-K-TW-100,Pitch CF (high-k) fabric,Carbon Textile,Pitch CF (high-k),,Twill,Air,90.0,0.1,,,Pass,,900.0,3500,900,2200,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,Pitch CF high-k
CF-PITCH_CF_HIGH-K-TW-200,Pitch CF (high-k) fabric,Carbon Textile,Pitch CF (high-k),,Twill,Air,180.0,0.2,,,Pass,,900.0,3500,900,2200,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,Pitch CF high-k
CF-PITCH_CF_HIGH-K-TW-500,Pitch CF (high-k) fabric,Carbon Textile,Pitch CF (high-k),,Twill,Air,450.0,0.5,,,Pass,,900.0,3500,900,2200,,,,,,,Axial in-plane k listed; through-thickness typically much lower.,Pitch CF high-k
FILM-MYLAR-CL-5,Mylar film,Film,Mylar,,Film,Vacuum,,0.005,0.18,0.01,Pass,0.155,,,,1390,,,,0.155,,,Film thickness variant; verify supplier datasheet.,PET Mylar
FILM-MYLAR-CL-12,Mylar film,Film,Mylar,,Film,Vacuum,,0.012,0.18,0.01,Pass,0.155,,,,1390,,,,0.155,,,Film thickness variant; verify supplier datasheet.,PET Mylar
FILM-MYLAR-CL-25,Mylar film,Film,Mylar,,Film,Vacuum,,0.025,0.18,0.01,Pass,0.155,,,,1390,,,,0.155,,,Film thickness variant; verify supplier datasheet.,PET Mylar
FILM-MYLAR-AL-5,"Mylar film, aluminized",Film,Mylar,Aluminized,Film,Vacuum,,0.005,0.26,0.0,Pass,0.155,,,,1390,,,,0.155,,,Film thickness variant; verify supplier datasheet.,PET Mylar
FILM-MYLAR-AL-12,"Mylar film, aluminized",Film,Mylar,Aluminized,Film,Vacuum,,0.012,0.26,0.0,Pass,0.155,,,,1390,,,,0.155,,,Film thickness variant; verify supplier datasheet.,PET Mylar
FILM-MYLAR-AL-25,"Mylar film, aluminized",Film,Mylar,Aluminized,Film,Vacuum,,0.025,0.26,0.0,Pass,0.155,,,,1390,,,,0.155,,,Film thickness variant; verify supplier datasheet.,PET Mylar
FILM-KAPTON_HN-CL-5,Kapton HN film,Film,Kapton HN,,Film,Vacuum,,0.005,1.24,0.0,,,,,,,,,,,,,Film thickness variant; verify supplier datasheet.,
FILM-KAPTON_HN-CL-12,Kapton HN film,Film,Kapton HN,,Film,Vacuum,,0.012,1.24,0.0,,,,,,,,,,,,,Film thickness variant; verify supplier datasheet.,
FILM-KAPTON_HN-CL-25,Kapton HN film,Film,Kapton HN,,Film,Vacuum,,0.025,1.24,0.0,,,,,,,,,,,,,Film thickness variant; verify supplier datasheet.,
FILM-KAPTON_HN-AL-5,"Kapton HN film, aluminized",Film,Kapton HN,Aluminized,Film,Vacuum,,0.005,1.24,0.0,,,,,,,,,,,,,Film thickness variant; verify supplier datasheet.,
FILM-KAPTON_HN-AL-12,"Kapton HN film, aluminized",Film,Kapton HN,Aluminized,Film,Vacuum,,0.012,1.24,0.0,,,,,,,,,,,,,Film thickness variant; verify supplier datasheet.,
FILM-KAPTON_HN-AL-25,"Kapton HN film, aluminized",Film,Kapton HN,Aluminized,Film,Vacuum,,0.025,1.24,0.0,,,,,,,,,,,,,Film thickness variant; verify supplier datasheet.,
FILM-PEN_(TEONEX)-CL-5,PEN (Teonex) film,Film,PEN (Teonex),,Film,Vacuum,,0.005,,,Pass,0.22,,,,1360,,,,0.22,,,Film thickness variant; verify supplier datasheet.,PEN
FILM-PEN_(TEONEX)-CL-12,PEN (Teonex) film,Film,PEN (Teonex),,Film,Vacuum,,0.012,,,Pass,0.22,,,,1360,,,,0.22,,,Film thickness variant; verify supplier datasheet.,PEN
FILM-PEN_(TEONEX)-CL-25,PEN (Teonex) film,Film,PEN (Teonex),,Film,Vacuum,,0.025,,,Pass,0.22,,,,1360,,,,0.22,,,Film thickness variant; verify supplier datasheet.,PEN
FILM-PEN_(TEONEX)-AL-5,"PEN (Teonex) film, aluminized",Film,PEN (Teonex),Aluminized,Film,Vacuum,,0.005,,,Pass,0.22,,,,1360,,,,0.22,,,Film thickness variant; verify supplier datasheet.,PEN
FILM-PEN_(TEONEX)-AL-12,"PEN (Teonex) film, aluminized",Film,PEN (Teonex),Aluminized,Film,Vacuum,,0.012,,,Pass,0.22,,,,1360,,,,0.22,,,Film thickness variant; verify supplier datasheet.,PEN
FILM-PEN_(TEONEX)-AL-25,"PEN (Teonex) film, aluminized",Film,PEN (Teonex),Aluminized,Film,Vacuum,,0.025,,,Pass,0.22,,,,1360,,,,0.22,,,Film thickness variant; verify supplier datasheet.,PEN
FILM-ETFE-CL-5,ETFE film,Film,ETFE,,Film,Vacuum,,0.005,,,Pass,0.23,,,,1750,,,,0.23,,,Film thickness variant; verify supplier datasheet.,ETFE film
FILM-ETFE-CL-12,ETFE film,Film,ETFE,,Film,Vacuum,,0.012,,,Pass,0.23,,,,1750,,,,0.23,,,Film thickness variant; verify supplier datasheet.,ETFE film
FILM-ETFE-CL-25,ETFE film,Film,ETFE,,Film,Vacuum,,0.025,,,Pass,0.23,,,,1750,,,,0.23,,,Film thickness variant; verify supplier datasheet.,ETFE film
FILM-ETFE-AL-5,"ETFE film, aluminized",Film,ETFE,Aluminized,Film,Vacuum,,0.005,,,Pass,0.23,,,,1750,,,,0.23,,,Film thickness variant; verify supplier datasheet.,ETFE film
FILM-ETFE-AL-12,"ETFE film, aluminized",Film,ETFE,Aluminized,Film,Vacuum,,0.012,,,Pass,0.23,,,,1750,,,,0.23,,,Film thickness variant; verify supplier datasheet.,ETFE film
FILM-ETFE-AL-25,"ETFE film, aluminized",Film,ETFE,Aluminized,Film,Vacuum,,0.025,,,Pass,0.23,,,,1750,,,,0.23,,,Film thickness variant; verify supplier datasheet.,ETFE film
FILM-FEP-CL-5,FEP film,Film,FEP,,Film,Vacuum,,0.005,,,Pass,0.25,,,,2150,,,,0.25,,,Film thickness variant; verify supplier datasheet.,FEP film
FILM-FEP-CL-12,FEP film,Film,FEP,,Film,Vacuum,,0.012,,,Pass,0.25,,,,2150,,,,0.25,,,Film thickness variant; verify supplier datasheet.,FEP film
FILM-FEP-CL-25,FEP film,Film,FEP,,Film,Vacuum,,0.025,,,Pass,0.25,,,,2150,,,,0.25,,,Film thickness variant; verify supplier datasheet.,FEP film
FILM-FEP-AL-5,"FEP film, aluminized",Film,FEP,Aluminized,Film,Vacuum,,0.005,,,Pass,0.25,,,,2150,,,,0.25,,,Film thickness variant; verify supplier datasheet.,FEP film
FILM-FEP-AL-12,"FEP film, aluminized",Film,FEP,Aluminized,Film,Vacuum,,0.012,,,Pass,0.25,,,,2150,,,,0.25,,,Film thickness variant; verify supplier datasheet.,FEP film
FILM-FEP-AL-25,"FEP film, aluminized",Film,FEP,Aluminized,Film,Vacuum,,0.025,,,Pass,0.25,,,,2150,,,,0.25,,,Film thickness variant; verify supplier datasheet.,FEP film
FILM-PTFE-CL-5,PTFE film,Film,PTFE,,Film,Vacuum,,0.005,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Film thickness variant; verify supplier datasheet.,PTFE bulk
FILM-PTFE-CL-12,PTFE film,Film,PTFE,,Film,Vacuum,,0.012,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Film thickness variant; verify supplier datasheet.,PTFE bulk
FILM-PTFE-CL-25,PTFE film,Film,PTFE,,Film,Vacuum,,0.025,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Film thickness variant; verify supplier datasheet.,PTFE bulk
FILM-PTFE-AL-5,"PTFE film, aluminized",Film,PTFE,Aluminized,Film,Vacuum,,0.005,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Film thickness variant; verify supplier datasheet.,PTFE bulk
FILM-PTFE-AL-12,"PTFE film, aluminized",Film,PTFE,Aluminized,Film,Vacuum,,0.012,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Film thickness variant; verify supplier datasheet.,PTFE bulk
FILM-PTFE-AL-25,"PTFE film, aluminized",Film,PTFE,Aluminized,Film,Vacuum,,0.025,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Film thickness variant; verify supplier datasheet.,PTFE bulk
FILM-POLYCARBONATE-CL-5,Polycarbonate film,Film,Polycarbonate,,Film,Vacuum,,0.005,,,Fail,0.2,,,,1200,,,,0.2,,,Film thickness variant; verify supplier datasheet.,PC film
FILM-POLYCARBONATE-CL-12,Polycarbonate film,Film,Polycarbonate,,Film,Vacuum,,0.012,,,Fail,0.2,,,,1200,,,,0.2,,,Film thickness variant; verify supplier datasheet.,PC film
FILM-POLYCARBONATE-CL-25,Polycarbonate film,Film,Polycarbonate,,Film,Vacuum,,0.025,,,Fail,0.2,,,,1200,,,,0.2,,,Film thickness variant; verify supplier datasheet.,PC film
FILM-POLYCARBONATE-AL-5,"Polycarbonate film, aluminized",Film,Polycarbonate,Aluminized,Film,Vacuum,,0.005,,,Fail,0.2,,,,1200,,,,0.2,,,Film thickness variant; verify supplier datasheet.,PC film
FILM-POLYCARBONATE-AL-12,"Polycarbonate film, aluminized",Film,Polycarbonate,Aluminized,Film,Vacuum,,0.012,,,Fail,0.2,,,,1200,,,,0.2,,,Film thickness variant; verify supplier datasheet.,PC film
FILM-POLYCARBONATE-AL-25,"Polycarbonate film, aluminized",Film,Polycarbonate,Aluminized,Film,Vacuum,,0.025,,,Fail,0.2,,,,1200,,,,0.2,,,Film thickness variant; verify supplier datasheet.,PC film
INS-SILICA_AEROGEL_BLANKET,Silica aerogel blanket,Insulation,Silica aerogel blanket,,Blanket,Vacuum,,,,,Non-flammable,0.017,,,,180,,,0.02,0.017,,0.025,Effective k in high vacuum for MLI; aerogel blanket typical behaviour.,Spaceloft/Pyrogel typical
INS-MLI_KAPTON_40L,MLI (Kapton 40L),Insulation,MLI (Kapton 40L),,MLI,Vacuum,,,,,Pass,8e-05,,,,120,,8e-05,,,,,Effective k in high vacuum for MLI; aerogel blanket typical behaviour.,NASA MLI
INS-MLI_MYLAR_30L,MLI (Mylar 30L),Insulation,MLI (Mylar 30L),,MLI,Vacuum,,,,,Pass,0.0001,,,,90,,8e-05,,,,,Effective k in high vacuum for MLI; aerogel blanket typical behaviour.,NASA MLI
BETA-DE400,Aluminized Beta Cloth DE400,Composite Textile,E-glass,PTFE/Aluminized,Plain,Vacuum,,,0.03,0.0,Pass,,,,,2540,260.0,,,,,,NASA GSFC DE400 values; verify exact vendor spec.,NASA GSFC Outgassing DB
BETA-CF500F,ChemFab CF 500F Beta Cloth,Composite Textile,E-glass,PTFE,Plain,Vacuum,,,2.06,0.28,Pass,,,,,2540,260.0,,,,,,ChemFab CF500F values from GSFC listing.,NASA GSFC Outgassing DB
NEW-JUTE,Jute,Textile,Jute,,Plain,,,,,,Fail,0.05,,,,1460,,,,,,,Anchor entry appended in ULTRA v3,Jute fabric refs
NEW-RAMIE,Ramie,Textile,Ramie,,Plain,,,,,,Fail,0.045,,,,1500,,,,,,,Anchor entry appended in ULTRA v3,Ramie fiber refs
NEW-ACRYLIC,Acrylic,Textile,Acrylic,,Plain,,,,,,Fail,0.19,,,,1190,,,,,,,Anchor entry appended in ULTRA v3,Acrylic fabric
NEW-SPANDEX,Spandex,Textile,Spandex,,Plain,,,,,,Fail,0.21,,,,1220,,,,,,,Anchor entry appended in ULTRA v3,Spandex fabric
NEW-PEI_(ULTEM),PEI (Ultem),Polymer/Insulation,PEI (Ultem),,Plain,,,,,,Pass,0.22,,,,1270,,,,,,,Anchor entry appended in ULTRA v3,Sabic Ultem
NEW-PSU,PSU,Polymer/Insulation,PSU,,Plain,,,,,,Pass,0.26,,,,1240,,,,,,,Anchor entry appended in ULTRA v3,Polysulfone
NEW-PPSU,PPSU,Polymer/Insulation,PPSU,,Plain,,,,,,Pass,0.27,,,,1290,,,,,,,Anchor entry appended in ULTRA v3,Polyphenylsulfone
NEW-POLYIMIDE_FOAM,Polyimide foam,Polymer/Insulation,Polyimide foam,,Plain,,,,,,Pass,0.03,,,,55,,,,,,,Anchor entry appended in ULTRA v3,Solimide foam NASA
